Department,Department Description,Category,Fund,Expenditure
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$87,000.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$6,382.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$4,000.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$90,000.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$9,750.00"
233,"Transportation and Engineering, Engineering",Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$455,514.20"
233,"Transportation and Engineering, Engineering",Contractual Services,302 - INCOME TAX - INFRASTRUCTURE,"$8,251.18"
233,"Transportation and Engineering, Engineering",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"-$2,171.76"
233,"Transportation and Engineering, Engineering",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$32,011.95"
233,"Transportation and Engineering, Engineering",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$8,671.12"
233,"Transportation and Engineering, Engineering",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$153,571.20"
234,Division of Aviation,Capital,980 - CAPITAL PROJECTS,"$26,299.47"
234,Division of Aviation,Fringe Benefits,104 - LUNKEN AIRPORT,"$58,288.00"
234,Division of Aviation,Materials and Supplies,104 - LUNKEN AIRPORT,"$9,018.41"
234,Division of Aviation,Payroll,104 - LUNKEN AIRPORT,"$7,024.45"
239,Division of Traffic Engineering,Capital,980 - CAPITAL PROJECTS,"$15,000.00"
239,Division of Traffic Engineering,Capital,980 - CAPITAL PROJECTS,"$17,844.85"
239,Division of Traffic Engineering,Capital,980 - CAPITAL PROJECTS,"$2,916.60"
239,Division of Traffic Engineering,Fringe Benefits,050 - GENERAL FUND,"-$2,419.51"
239,Division of Traffic Engineering,Fringe Benefits,793 - BOULEVARD LIGHT ENERGY AND MAINTENANCE (BLEM),"-$3,673.27"
239,Division of Traffic Engineering,Contractual Services,050 - GENERAL FUND,"$23,796.05"
239,Division of Traffic Engineering,Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$7,932.97"
243,Division of Convention Center,Debt Service,103 - DUKE ENERGY CONVENTION CENTER,"$12,956.29"
243,Division of Convention Center,Capital,980 - CAPITAL PROJECTS,"$39,754.00"
248,Division of Parking Facilities,Capital,980 - CAPITAL PROJECTS,"$19,387.81"
248,Division of Parking Facilities,Capital,980 - CAPITAL PROJECTS,"$8,524,567.50"
248,Division of Parking Facilities,Capital,980 - CAPITAL PROJECTS,"$23,588.00"
248,Division of Parking Facilities,Payroll,102 - PARKING SYSTEM FACILITIES,"$9,616.18"
251,"Public Services, Director",Payroll,050 - GENERAL FUND,"$23,624.15"
251,"Public Services, Director",Payroll,050 - GENERAL FUND,"$5,745.65"
252,"Public Services, Traffic and Road Operations",Fringe Benefits,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$321,636.47"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$4,603.44"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$2,064.00"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$2,256.72"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$3,060.46"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$23,391.02"
252,"Public Services, Traffic and Road Operations",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$2,132.10"
252,"Public Services, Traffic and Road Operations",Contractual Services,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$3,873.75"
252,"Public Services, Traffic and Road Operations",Contractual Services,302 - INCOME TAX - INFRASTRUCTURE,"$9,961.05"
252,"Public Services, Traffic and Road Operations",Contractual Services,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","-$8,305.00"
252,"Public Services, Traffic and Road Operations",Contractual Services,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$7,300.00"
252,"Public Services, Traffic and Road Operations",Contractual Services,306 - MUNICIPAL MOTOR VEHICLE LICENSE TAX,"$4,281.53"
252,"Public Services, Traffic and Road Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","-$298,360.59"
252,"Public Services, Traffic and Road Operations",Payroll,793 - BOULEVARD LIGHT ENERGY AND MAINTENANCE (BLEM),"$5,148.77"
252,"Public Services, Traffic and Road Operations",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$4,090.89"
252,"Public Services, Traffic and Road Operations",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$17,457.66"
252,"Public Services, Traffic and Road Operations",Payroll,306 - MUNICIPAL MOTOR VEHICLE LICENSE TAX,"$20,581.74"
252,"Public Services, Traffic and Road Operations",Inventory,210 - HIGHWAY MAINTENANCE STORES,"$20,417.30"
252,"Public Services, Traffic and Road Operations",Inventory,210 - HIGHWAY MAINTENANCE STORES,"$9,846.30"
253,"Public Services, Neighborhood Operations",Fringe Benefits,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$12,622.50"
253,"Public Services, Neighborhood Operations",Materials and Supplies,050 - GENERAL FUND,"$7,549.89"
253,"Public Services, Neighborhood Operations",Materials and Supplies,050 - GENERAL FUND,"$4,545.64"
253,"Public Services, Neighborhood Operations",Materials and Supplies,050 - GENERAL FUND,"$3,487.72"
253,"Public Services, Neighborhood Operations",Materials and Supplies,050 - GENERAL FUND,"$6,847.11"
253,"Public Services, Neighborhood Operations",Contractual Services,050 - GENERAL FUND,"$23,703.00"
253,"Public Services, Neighborhood Operations",Contractual Services,050 - GENERAL FUND,"$23,844.00"
253,"Public Services, Neighborhood Operations",Payroll,050 - GENERAL FUND,"$143,749.66"
253,"Public Services, Neighborhood Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$3,880.41"
253,"Public Services, Neighborhood Operations",Payroll,"301 - STREET CONSTRUCTION, MAINTENANCE AND REPAIR","$49,302.14"
255,"Public Services, Facilities Management",Capital,980 - CAPITAL PROJECTS,"$9,058.77"
255,"Public Services, Facilities Management",Capital,980 - CAPITAL PROJECTS,"$6,541.36"
255,"Public Services, Facilities Management",Capital,980 - CAPITAL PROJECTS,"$39,467.13"
255,"Public Services, Facilities Management",Capital,980 - CAPITAL PROJECTS,"$43,696.72"
255,"Public Services, Facilities Management",Materials and Supplies,302 - INCOME TAX - INFRASTRUCTURE,"$3,191.46"
255,"Public Services, Facilities Management",Contractual Services,302 - INCOME TAX - INFRASTRUCTURE,"$17,874.23"
255,"Public Services, Facilities Management",Contractual Services,050 - GENERAL FUND,"$11,024.37"
255,"Public Services, Facilities Management",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"-$227,407.81"
255,"Public Services, Facilities Management",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$2,029.25"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$18,305.69"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$16,530.71"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$25,669.00"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$3,816.10"
256,"Public Services, Fleet Services",Materials and Supplies,202 - FLEET SERVICES,"$3,509.94"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$8,356.00"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$3,320.00"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$143,170.80"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$2,375.00"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$3,699.80"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$3,715.00"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$2,985.00"
256,"Public Services, Fleet Services",Contractual Services,202 - FLEET SERVICES,"$2,573.75"
256,"Public Services, Fleet Services",Payroll,202 - FLEET SERVICES,"$7,384.43"
256,"Public Services, Fleet Services",Payroll,202 - FLEET SERVICES,"$4,783.71"
256,"Public Services, Fleet Services",Inventory,202 - FLEET SERVICES,"$492,844.37"
256,"Public Services, Fleet Services",Inventory,202 - FLEET SERVICES,"$3,025.98"
261,"Health, Commissioner",Fixed Costs,050 - GENERAL FUND,"$2,095.40"
261,"Health, Commissioner",Contractual Services,050 - GENERAL FUND,"$4,143.59"
261,"Health, Commissioner",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"-$5,861.95"
261,"Health, Commissioner",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"$4,843.88"
261,"Health, Commissioner",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"$5,250.00"
261,"Health, Commissioner",Contractual Services,050 - GENERAL FUND,"$2,331.54"
261,"Health, Commissioner",Payroll,350 - PUBLIC HEALTH RESEARCH,"-$39,810.60"
261,"Health, Commissioner",Payroll,050 - GENERAL FUND,"$23,327.39"
262,"Health, Technical Resources",Fringe Benefits,050 - GENERAL FUND,"$104,065.03"
262,"Health, Technical Resources",Contractual Services,050 - GENERAL FUND,"$38,280.17"
262,"Health, Technical Resources",Contractual Services,050 - GENERAL FUND,"$3,299.32"
262,"Health, Technical Resources",Payroll,050 - GENERAL FUND,"$495,740.66"
263,"Health, Community Health Services",Fringe Benefits,350 - PUBLIC HEALTH RESEARCH,"-$5,844.53"
263,"Health, Community Health Services",Fringe Benefits,420 - PUBLIC EMPLOYEE ASSISTANCE PROGRAM,"$6,150.48"
263,"Health, Community Health Services",Fringe Benefits,420 - PUBLIC EMPLOYEE ASSISTANCE PROGRAM,"$4,939.03"
263,"Health, Community Health Services",Materials and Supplies,413 - SWIMMING POOL LICENSE FEES,"$2,567.60"
263,"Health, Community Health Services",Contractual Services,381 - CINCINNATI ABATEMENT PROJECT,"$3,776.50"
263,"Health, Community Health Services",Contractual Services,381 - CINCINNATI ABATEMENT PROJECT,"$5,192.00"
263,"Health, Community Health Services",Contractual Services,381 - CINCINNATI ABATEMENT PROJECT,"$12,995.00"
263,"Health, Community Health Services",Contractual Services,425 - HEART HEALTH IN HAMILTON COUNTY PROJECT,"$9,812.00"
263,"Health, Community Health Services",Contractual Services,412 - FOOD SERVICE LICENSE FEES,"$3,816.62"
263,"Health, Community Health Services",Payroll,420 - PUBLIC EMPLOYEE ASSISTANCE PROGRAM,"$2,342.45"
263,"Health, Community Health Services",Payroll,412 - FOOD SERVICE LICENSE FEES,"$20,240.11"
263,"Health, Community Health Services",Payroll,363 - SOLID WASTE DISPOSAL CONTROL,"$24,097.47"
264,"Health, Primary Health Care Programs",Fringe Benefits,050 - GENERAL FUND,"$231,549.97"
264,"Health, Primary Health Care Programs",Fixed Costs,391 - WOMEN AND INFANTS FOOD GRANT PROGRAM,"$29,450.00"
264,"Health, Primary Health Care Programs",Materials and Supplies,350 - PUBLIC HEALTH RESEARCH,"$27,819.05"
264,"Health, Primary Health Care Programs",Materials and Supplies,353 - HOME HEALTH SERVICES,"$12,298.25"
264,"Health, Primary Health Care Programs",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"$31,000.02"
264,"Health, Primary Health Care Programs",Contractual Services,391 - WOMEN AND INFANTS FOOD GRANT PROGRAM,"$9,969.18"
264,"Health, Primary Health Care Programs",Payroll,050 - GENERAL FUND,"$11,920.77"
264,"Health, Primary Health Care Programs",Payroll,391 - WOMEN AND INFANTS FOOD GRANT PROGRAM,"$8,440.44"
264,"Health, Primary Health Care Programs",Payroll,050 - GENERAL FUND,"$13,208.21"
264,"Health, Primary Health Care Programs",Payroll,415 - IMMUNIZATION ACTION PLAN,"$6,391.32"
264,"Health, Primary Health Care Programs",Payroll,050 - GENERAL FUND,"$718,699.39"
265,"Health, Primary Health Care Centers",Fringe Benefits,446 - HEALTH NETWORK,"$16,620.65"
265,"Health, Primary Health Care Centers",Fixed Costs,418 - FEDERAL HEALTH PROGRAM INCOME,"$3,130.00"
265,"Health, Primary Health Care Centers",Fixed Costs,418 - FEDERAL HEALTH PROGRAM INCOME,"$2,246.48"
265,"Health, Primary Health Care Centers",Materials and Supplies,418 - FEDERAL HEALTH PROGRAM INCOME,"-$4,193.55"
265,"Health, Primary Health Care Centers",Materials and Supplies,395 - HEALTH SERVICES,"$100,910.77"
265,"Health, Primary Health Care Centers",Materials and Supplies,418 - FEDERAL HEALTH PROGRAM INCOME,"$27,702.63"
265,"Health, Primary Health Care Centers",Contractual Services,350 - PUBLIC HEALTH RESEARCH,"-$9,185.31"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$25,976.63"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$38,384.19"
265,"Health, Primary Health Care Centers",Contractual Services,050 - GENERAL FUND,"$4,246.39"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$14,228.35"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$61,430.00"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$2,842.00"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$14,055.75"
265,"Health, Primary Health Care Centers",Contractual Services,395 - HEALTH SERVICES,"$2,739.81"
265,"Health, Primary Health Care Centers",Payroll,395 - HEALTH SERVICES,"$23,506.67"
265,"Health, Primary Health Care Centers",Payroll,418 - FEDERAL HEALTH PROGRAM INCOME,"$13,202.17"
265,"Health, Primary Health Care Centers",Payroll,050 - GENERAL FUND,"$12,212.87"
265,"Health, Primary Health Care Centers",Payroll,378 - SEXUALLY TRANSMITTED DISEASES,"$5,293.63"
266,"Health, Primary School & Adolesent",Fringe Benefits,353 - HOME HEALTH SERVICES,"$2,546.39"
266,"Health, Primary School & Adolesent",Contractual Services,353 - HOME HEALTH SERVICES,"$2,460.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$48,627.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$116,629.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$33,560.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$14,468.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$16,275.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$4,383.72"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$94,257.60"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$76,404.21"
300,Department of Water Works,Capital,897 - WATER WORKS IMPROVEMENT 11,"$231,735.08"
300,Department of Water Works,Capital,897 - WATER WORKS IMPROVEMENT 11,"$3,294,641.34"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$928,314.38"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$30,212.31"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$5,697.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$13,588.75"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$2,659.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$6,254.67"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$31,212.46"
300,Department of Water Works,Inventory,204 - WATER WORKS STORES - MATERIALS,"$42,533.77"
300,Department of Water Works,Inventory,204 - WATER WORKS STORES - MATERIALS,"$4,015.92"
300,Department of Water Works,Inventory,204 - WATER WORKS STORES - MATERIALS,"$273,800.46"
300,Department of Water Works,Inventory,204 - WATER WORKS STORES - MATERIALS,"$280,050.50"
300,Department of Water Works,Inventory,204 - WATER WORKS STORES - MATERIALS,"$498,944.54"
300,Department of Water Works,Inventory,214 - WATER WORKS STORES - CHEMICALS,"$258,244.80"
301,"Water Works, Business Services",Fixed Costs,101 - WATER WORKS,"$18,051.00"
301,"Water Works, Business Services",Materials and Supplies,101 - WATER WORKS,"$6,300.90"
301,"Water Works, Business Services",Materials and Supplies,101 - WATER WORKS,"$6,771.60"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$9,240.00"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$14,300.00"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$14,456.25"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$32,966.94"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$16,634.21"
302,"Water Works, Commercial Services",Fringe Benefits,101 - WATER WORKS,"$444,036.53"
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$3,033.63"
302,"Water Works, Commercial Services",Payroll,101 - WATER WORKS,"$34,248.12"
302,"Water Works, Commercial Services",Payroll,101 - WATER WORKS,"$63,594.24"
302,"Water Works, Commercial Services",Payroll,101 - WATER WORKS,"$2,278,422.44"
303,"Water Works, Water Supply",Fixed Costs,101 - WATER WORKS,"$4,138.52"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$4,590.84"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$3,569.78"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$22,482.00"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$7,662.07"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$13,504.41"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$5,376.56"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$40,953.58"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$3,625.00"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$4,224.00"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$2,837.97"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$10,524.63"
